Date,TP
2009-01-15,0.05
2009-02-15,0.045
2009-03-15,0.05
2009-04-15,0.05
2009-05-15,0.04
2009-06-15,0.05
2009-07-15,0.05
2009-08-15,0.053
2009-09-15,0.06
2009-10-15,0.05
2009-11-15,0.05
2009-12-15,0.07
2010-01-15,0.07
2010-02-15,0.06
2010-03-15,0.088
2010-04-15,0.068
2010-05-15,0.05
2010-06-15,0.05
2010-07-15,0.06
2010-08-15,0.06
2010-09-15,0.06
2010-10-15,0.07
2010-11-15,0.08
2010-12-15,0.06
2011-01-15,0.08
2011-02-15,0.07
2011-03-15,0.05
2011-04-15,0.06
2011-05-15,0.05
2011-06-15,0.05
2011-07-15,0.05
2011-08-15,0.04
2011-09-15,0.045
2011-10-15,0.05
2011-11-15,0.05
2011-12-15,0.05
2012-01-15,0.04
2012-02-15,0.04
2012-03-15,0.042
2012-04-15,0.041
2012-05-15,0.047
2012-06-15,0.04
2012-07-15,0.043
2012-08-15,0.04
2012-09-15,0.04
2012-10-15,0.05
2012-11-15,0.046
2012-12-15,0.043
2013-01-15,0.05
2013-02-15,0.05
2013-03-15,0.05
2013-04-15,0.08
2013-05-15,0.044
2013-06-15,0.045
2013-07-15,0.042
2013-08-15,0.042
2013-09-15,0.043
2013-10-15,0.044
2013-11-15,0.05
2013-12-15,0.04
2014-01-15,0.044
2014-02-15,0.042
2014-03-15,0.044
2014-04-15,0.045
2014-05-15,0.048
2014-06-15,0.043
2014-07-15,0.048
2014-08-15,0.05
2014-09-15,0.062
2014-10-15,0.07
2014-11-15,0.064
2014-12-15,0.064
2015-01-15,0.088
2015-02-15,0.072
2015-03-15,0.087
2015-04-15,0.066
2015-05-15,0.088
2015-06-15,0.064
2015-07-15,0.046
2015-08-15,0.046
2015-09-15,0.044
2015-10-15,0.046
2015-11-15,0.048
2015-12-15,0.044
2016-01-15,0.052
2016-02-15,0.057
2016-03-15,0.062
2016-04-15,0.092
2016-05-15,0.059
2016-06-15,0.066
2016-07-15,0.071
2016-08-15,0.08
2016-09-15,0.074
2016-10-15,0.076
2016-11-15,0.059
2016-12-15,0.076
2017-01-15,0.048
2017-02-15,0.066
2017-03-15,0.05
2017-04-15,0.05
2017-05-15,0.05
2017-06-15,0.13
2017-07-15,0.08
2017-08-15,0.05
2017-09-15,0.05
2017-10-15,0.08
2017-11-15,0.07667
2017-12-15,0.12
2018-01-15,0.1
2018-02-15,0.09
2018-03-15,0.09
2018-04-15,0.08
2018-05-15,0.1
2018-06-15,0.06
2018-07-15,0.07
2018-08-15,0.04
2018-09-15,0.08
2018-10-15,0.07
2018-11-15,0.075
2018-12-15,0.08
2019-01-15,0.11
2019-02-15,0.06
2019-03-15,0.08
2019-04-15,0.04
2019-05-15,0.06
2019-06-15,0.04
2019-07-15,0.03
2019-08-15,0.03
2019-09-15,0.08
2019-10-15,0.05
2019-11-15,0.11
2019-12-15,0.07
2020-01-15,0.06
2020-02-15,0.068
2020-03-15,0.05
2020-04-15,0.05
2020-05-15,0.06
2020-06-15,0.07
2020-07-15,0.05
2020-08-15,0.03
2020-09-15,0.04
2020-10-15,0.05
2020-11-15,0.07
2020-12-15,0.07
2021-01-15,0.07
2021-02-15,0.065
2021-03-15,0.0785
2021-04-15,0.0565
2021-05-15,0.05
2021-06-15,0.045
2021-07-15,0.06
2021-08-15,0.05
2021-09-15,0.0595
2021-10-15,0.07
2021-11-15,0.0645
2021-12-15,0.07
2022-01-15,0.05
2022-02-15,0.0575
2022-03-15,0.0575
2022-04-15,0.05
2022-05-15,0.059
2022-06-15,0.05
2022-07-15,0.04
2022-08-15,0.07
2022-09-15,0.08
2022-10-15,0.075
2022-11-15,0.05
2022-12-15,0.07
