Date,TP
2018-01-15,0.035
2018-03-15,0.075
2018-04-15,0.045
2018-05-15,0.035
2018-06-15,0.05
2018-07-15,0.035
2018-08-15,0.045
2018-09-15,0.045
2018-10-15,0.055
2018-11-15,0.06
2018-12-15,0.04
2019-01-15,0.045
2019-02-15,0.045
2019-03-15,0.04
2019-04-15,0.045
2019-05-15,0.055
2019-06-15,0.04
2019-07-15,0.06
2019-08-15,0.07
2019-09-15,0.04
2019-10-15,0.1
2019-11-15,0.03
2019-12-15,0.025
2020-01-15,0.04
2020-02-15,0.04
2020-03-15,0.04
2020-04-15,0.04
2020-05-15,0.07
2020-06-15,0.05
2020-07-15,0.032
2020-08-15,0.0465
2020-09-15,0.052
2020-10-15,0.0455
2020-11-15,0.054
2020-12-15,0.038
2021-01-15,0.041
2021-02-15,0.036
2021-03-15,0.031
2021-04-15,0.0335
2021-05-15,0.037
2021-06-15,0.047
2021-07-15,0.0515
2021-08-15,0.0535
2021-09-15,0.0635
2021-10-15,0.058
2021-11-15,0.041
2021-12-15,0.033
2022-01-15,0.026
2022-02-15,0.026
2022-03-15,0.0265
2022-04-15,0.0255
2022-05-15,0.027
2022-06-15,0.035
2022-07-15,0.056
2022-08-15,0.082
2022-09-15,0.085
2022-10-15,0.072
2022-11-15,0.0515
2022-12-15,0.035
